Date,S&P Comp (P),Dividend (D),Earnings (E),CPI,Date Fraction,Long Interest Rate (GS10),Real Price,Real Dividend, Real Total Return Price (diviend reinvested) ,Real Earnings,,Monthly Total Bond Returns,Real Total Bond Returns,10Y Annulazied Stock Real Return,10Y Annualized Bond Real Return,Real 10Y Excess Annualized Returns,,,,
1885.12,5.20,0.24,0.27,8.18,1885.96,3.38,200.78,9.27, 492.49 ,10.43,,1.00,3.42,4.65%,5.45%,-0.79%,,,,
1886.01,5.20,0.24,0.28,7.99,1886.04,3.37,205.56,9.42, 506.14 ,10.87,,1.00,3.51,4.43%,5.33%,-0.90%,,,,
1886.02,5.30,0.24,0.28,7.99,1886.12,3.38,209.51,9.36, 517.79 ,11.07,,1.00,3.52,4.81%,5.51%,-0.70%,,,,
1886.03,5.19,0.24,0.29,7.90,1886.21,3.40,207.63,9.40, 515.09 ,11.40,,1.00,3.56,4.74%,5.41%,-0.67%,,,,
1886.04,5.12,0.23,0.29,7.80,1886.29,3.41,207.33,9.45, 516.29 ,11.74,,1.00,3.61,5.00%,5.46%,-0.46%,,,,
1886.05,5.02,0.23,0.30,7.61,1886.37,3.42,208.36,9.62, 520.86 ,12.24,,1.00,3.71,5.05%,5.39%,-0.33%,,,,
1886.06,5.25,0.23,0.30,7.52,1886.46,3.43,220.67,9.67, 553.63 ,12.61,,1.00,3.77,4.42%,5.44%,-1.02%,,,,
1886.07,5.33,0.23,0.31,7.61,1886.54,3.45,221.23,9.48, 557.02 ,12.66,,1.00,3.73,3.69%,5.60%,-1.90%,,,,
1886.08,5.37,0.23,0.31,7.71,1886.62,3.46,220.14,9.29, 556.23 ,12.71,,1.00,3.69,3.14%,5.76%,-2.61%,,,,
1886.09,5.51,0.23,0.32,7.71,1886.71,3.47,225.88,9.22, 572.67 ,12.91,,1.00,3.69,3.41%,5.78%,-2.37%,,,,
1886.1,5.65,0.22,0.32,7.71,1886.79,3.48,231.62,9.15, 589.15 ,13.12,,1.00,3.70,3.08%,5.49%,-2.41%,,,,
1886.11,5.79,0.22,0.33,7.71,1886.87,3.50,237.36,9.09, 605.68 ,13.32,,1.00,3.71,3.21%,5.21%,-2.00%,,,,
1886.12,5.64,0.22,0.33,7.80,1886.96,3.51,228.39,8.91, 584.69 ,13.36,,1.00,3.67,3.23%,5.37%,-2.14%,,,,
1887.01,5.58,0.22,0.33,7.99,1887.04,3.52,220.58,8.80, 566.57 ,13.14,,1.00,3.59,3.89%,5.95%,-2.06%,,,,
1887.02,5.54,0.23,0.34,8.09,1887.12,3.53,216.42,8.79, 557.77 ,13.09,,1.00,3.55,3.99%,6.09%,-2.10%,,,,
1887.03,5.67,0.23,0.34,8.09,1887.21,3.55,221.50,8.89, 572.77 ,13.18,,1.00,3.56,3.78%,6.10%,-2.33%,,,,
1887.04,5.80,0.23,0.34,8.09,1887.29,3.56,226.58,8.99, 587.84 ,13.28,,1.00,3.57,3.37%,6.28%,-2.90%,,,,
1887.05,5.90,0.23,0.34,8.09,1887.37,3.57,230.49,9.08, 599.94 ,13.38,,1.00,3.57,3.41%,6.45%,-3.04%,,,,
1887.06,5.73,0.24,0.35,7.99,1887.46,3.58,226.51,9.29, 591.60 ,13.64,,1.00,3.62,4.06%,6.34%,-2.28%,,,,
1887.07,5.59,0.24,0.35,7.90,1887.54,3.60,223.64,9.50, 586.17 ,13.90,,1.00,3.67,4.65%,6.22%,-1.58%,,,,
1887.08,5.45,0.24,0.35,7.99,1887.62,3.61,215.44,9.49, 566.76 ,13.84,,1.00,3.64,5.23%,5.89%,-0.66%,,,,
1887.09,5.38,0.24,0.35,7.90,1887.71,3.62,215.24,9.70, 568.34 ,14.10,,1.00,3.69,5.43%,5.47%,-0.05%,,,,
1887.1,5.20,0.25,0.36,7.99,1887.79,3.63,205.56,9.68, 544.92 ,14.03,,1.00,3.65,5.71%,5.76%,-0.05%,,,,
1887.11,5.30,0.25,0.36,8.09,1887.87,3.65,207.05,9.67, 551.00 ,13.97,,1.00,3.61,5.25%,5.90%,-0.65%,,,,
1887.12,5.27,0.25,0.36,8.28,1887.96,3.66,201.14,9.54, 537.40 ,13.74,,1.00,3.54,5.77%,6.16%,-0.39%,,,,
1888.01,5.31,0.25,0.35,8.37,1888.04,3.67,200.36,9.37, 537.41 ,13.27,,1.00,3.51,6.09%,6.29%,-0.21%,,,,
1888.02,5.28,0.25,0.34,8.28,1888.12,3.65,201.52,9.42, 542.63 ,13.10,,1.00,3.56,5.85%,6.02%,-0.17%,,,,
1888.03,5.08,0.25,0.34,8.28,1888.21,3.63,193.89,9.35, 524.17 ,12.79,,1.00,3.58,5.76%,6.02%,-0.26%,,,,
1888.04,5.10,0.24,0.33,8.18,1888.29,3.62,196.92,9.39, 534.47 ,12.61,,1.00,3.64,5.40%,5.90%,-0.49%,,,,
1888.05,5.17,0.24,0.32,8.09,1888.37,3.60,201.97,9.44, 550.32 ,12.43,,1.00,3.70,5.08%,5.06%,0.03%,,,,
1888.06,5.01,0.24,0.31,7.99,1888.46,3.58,198.05,9.49, 541.79 ,12.25,,1.00,3.76,6.41%,5.65%,0.76%,,,,
1888.07,5.14,0.24,0.30,8.09,1888.54,3.56,200.80,9.31, 551.43 ,11.79,,1.00,3.73,6.45%,5.92%,0.52%,,,,
1888.08,5.25,0.24,0.29,8.09,1888.62,3.54,205.09,9.25, 565.35 ,11.46,,1.00,3.75,6.60%,5.92%,0.68%,,,,
1888.09,5.38,0.24,0.29,8.09,1888.71,3.52,210.17,9.18, 581.45 ,11.13,,1.00,3.76,6.32%,5.92%,0.40%,,,,
1888.1,5.35,0.23,0.28,8.18,1888.79,3.51,206.57,9.01, 573.57 ,10.68,,1.00,3.74,6.27%,6.04%,0.23%,,,,
1888.11,5.24,0.23,0.27,8.28,1888.87,3.49,200.00,8.84, 557.36 ,10.24,,1.00,3.71,6.96%,6.17%,0.79%,,,,
1888.12,5.14,0.23,0.26,8.28,1888.96,3.47,196.18,8.78, 548.76 ,9.92,,1.00,3.73,7.65%,6.02%,1.63%,,,,
1889.01,5.24,0.23,0.26,7.99,1889.04,3.45,207.14,9.06, 581.53 ,10.41,,1.00,3.88,7.84%,5.64%,2.20%,,,,
1889.02,5.30,0.23,0.27,7.90,1889.12,3.45,212.04,9.13, 597.41 ,10.67,,1.00,3.93,7.68%,5.22%,2.47%,,,,
1889.03,5.19,0.23,0.27,7.80,1889.21,3.45,210.17,9.21, 594.31 ,10.93,,1.00,3.99,7.92%,5.08%,2.84%,,,,
1889.04,5.18,0.23,0.27,7.80,1889.29,3.44,209.76,9.18, 595.33 ,11.07,,1.00,4.01,7.92%,4.93%,2.99%,,,,
1889.05,5.32,0.23,0.28,7.61,1889.37,3.44,220.82,9.37, 628.92 ,11.48,,1.00,4.12,6.90%,4.66%,2.24%,,,,
1889.06,5.41,0.23,0.28,7.61,1889.46,3.44,224.55,9.34, 641.78 ,11.62,,1.00,4.13,6.33%,4.51%,1.82%,,,,
1889.07,5.30,0.22,0.28,7.61,1889.54,3.44,219.99,9.31, 630.95 ,11.76,,1.00,4.15,6.76%,4.36%,2.39%,,,,
1889.08,5.37,0.22,0.29,7.61,1889.62,3.43,222.89,9.27, 641.49 ,11.90,,1.00,4.16,6.74%,4.22%,2.52%,,,,
1889.09,5.50,0.22,0.29,7.71,1889.71,3.43,225.47,9.12, 651.10 ,11.89,,1.00,4.12,6.09%,3.94%,2.14%,,,,
1889.1,5.40,0.22,0.29,7.71,1889.79,3.43,221.37,9.09, 641.45 ,12.02,,1.00,4.13,6.09%,3.80%,2.29%,,,,
1889.11,5.35,0.22,0.30,7.71,1889.87,3.43,219.32,9.05, 637.70 ,12.16,,1.00,4.14,6.25%,3.67%,2.58%,,,,
1889.12,5.32,0.22,0.30,7.80,1889.96,3.42,215.43,8.91, 628.54 ,12.15,,1.00,4.11,5.56%,3.66%,1.90%,,,,
1890.01,5.38,0.22,0.30,7.61,1890.04,3.42,223.31,9.13, 653.74 ,12.42,,1.00,4.22,5.32%,3.40%,1.92%,,,,
1890.02,5.32,0.22,0.30,7.61,1890.12,3.44,220.82,9.13, 648.68 ,12.38,,1.00,4.23,5.49%,3.29%,2.20%,,,,
1890.03,5.28,0.22,0.30,7.61,1890.21,3.45,219.16,9.13, 646.04 ,12.35,,1.00,4.23,5.65%,3.31%,2.35%,,,,
1890.04,5.39,0.22,0.30,7.61,1890.29,3.47,223.72,9.13, 661.74 ,12.32,,1.00,4.24,5.57%,3.32%,2.25%,,,,
1890.05,5.62,0.22,0.30,7.71,1890.37,3.49,230.39,9.02, 683.68 ,12.13,,1.00,4.19,5.00%,3.71%,1.29%,,,,
1890.06,5.58,0.22,0.30,7.71,1890.46,3.50,228.75,9.02, 681.05 ,12.09,,1.00,4.20,4.89%,3.86%,1.04%,,,,
1890.07,5.54,0.22,0.29,7.71,1890.54,3.52,227.11,9.02, 678.40 ,12.06,,1.00,4.21,4.84%,3.74%,1.10%,,,,
1890.08,5.41,0.22,0.29,7.99,1890.62,3.54,213.86,8.70, 640.99 ,11.59,,1.00,4.06,5.75%,4.26%,1.49%,,,,
1890.09,5.32,0.22,0.29,8.09,1890.71,3.55,207.83,8.59, 625.06 ,11.43,,1.00,4.02,5.68%,4.27%,1.40%,,,,
1890.1,5.08,0.22,0.29,8.09,1890.79,3.57,198.45,8.59, 599.01 ,11.40,,1.00,4.03,6.68%,4.42%,2.26%,,,,
1890.11,4.71,0.22,0.29,7.90,1890.87,3.59,188.43,8.80, 570.98 ,11.63,,1.00,4.13,8.04%,4.18%,3.86%,,,,
1890.12,4.60,0.22,0.29,7.90,1890.96,3.60,184.03,8.80, 559.87 ,11.60,,1.00,4.14,9.07%,4.33%,4.74%,,,,
1891.01,4.84,0.22,0.29,7.80,1891.04,3.62,195.99,8.91, 598.52 ,11.91,,1.00,4.20,8.55%,4.08%,4.47%,,,,
1891.02,4.90,0.22,0.30,7.90,1891.12,3.62,196.03,8.80, 600.88 ,11.93,,1.00,4.16,8.96%,4.33%,4.63%,,,,
1891.03,4.81,0.22,0.30,7.99,1891.21,3.62,190.14,8.70, 585.04 ,11.96,,1.00,4.12,9.67%,4.44%,5.23%,,,,
1891.04,4.97,0.22,0.31,8.09,1891.29,3.62,194.15,8.59, 599.60 ,11.98,,1.00,4.09,10.46%,4.69%,5.78%,,,,
1891.05,4.95,0.22,0.31,7.99,1891.37,3.61,195.68,8.70, 606.53 ,12.29,,1.00,4.15,9.80%,4.55%,5.25%,,,,
1891.06,4.85,0.22,0.32,7.80,1891.46,3.61,196.40,8.91, 611.07 ,12.76,,1.00,4.26,10.80%,4.29%,6.51%,,,,
1891.07,4.77,0.22,0.32,7.71,1891.54,3.61,195.54,9.02, 610.75 ,13.09,,1.00,4.33,9.94%,4.02%,5.92%,,,,
1891.08,4.93,0.22,0.32,7.71,1891.62,3.61,202.10,9.02, 633.59 ,13.25,,1.00,4.34,9.59%,3.88%,5.71%,,,,
1891.09,5.33,0.22,0.33,7.61,1891.71,3.61,221.23,9.13, 695.94 ,13.59,,1.00,4.41,8.41%,3.61%,4.80%,,,,
1891.1,5.33,0.22,0.33,7.61,1891.79,3.61,221.23,9.13, 698.33 ,13.77,,1.00,4.42,8.29%,3.60%,4.69%,,,,
1891.11,5.25,0.22,0.34,7.52,1891.87,3.60,220.67,9.25, 698.99 ,14.11,,1.00,4.49,8.41%,3.33%,5.08%,,,,
1891.12,5.41,0.22,0.34,7.52,1891.96,3.60,227.39,9.25, 722.74 ,14.29,,1.00,4.51,7.78%,3.20%,4.59%,,,,
1892.01,5.51,0.22,0.34,7.33,1892.04,3.60,237.61,9.56, 757.75 ,14.77,,1.00,4.64,7.66%,3.04%,4.62%,,,,
1892.02,5.52,0.22,0.35,7.33,1892.12,3.61,238.04,9.63, 761.68 ,14.88,,1.00,4.65,7.74%,3.04%,4.69%,,,,
1892.03,5.58,0.23,0.35,7.14,1892.21,3.63,247.05,9.96, 793.15 ,15.39,,1.00,4.78,7.35%,2.77%,4.58%,,,,
1892.04,5.57,0.23,0.35,7.04,1892.29,3.64,249.94,10.17, 805.15 ,15.71,,1.00,4.86,7.45%,2.51%,4.95%,,,,
1892.05,5.57,0.23,0.35,7.04,1892.37,3.65,249.94,10.24, 807.90 ,15.82,,1.00,4.87,7.30%,2.38%,4.91%,,,,
1892.06,5.54,0.23,0.36,7.04,1892.46,3.66,248.59,10.32, 806.33 ,15.93,,1.00,4.88,7.16%,2.26%,4.90%,,,,
1892.07,5.54,0.23,0.36,7.23,1892.54,3.68,242.05,10.12, 787.84 ,15.62,,1.00,4.76,7.69%,2.53%,5.15%,,,,
1892.08,5.62,0.23,0.36,7.33,1892.62,3.69,242.36,10.06, 791.57 ,15.52,,1.00,4.70,8.08%,2.79%,5.29%,,,,
1892.09,5.48,0.24,0.36,7.33,1892.71,3.70,236.32,10.13, 774.61 ,15.63,,1.00,4.71,8.25%,2.67%,5.58%,,,,
1892.1,5.59,0.24,0.37,7.33,1892.79,3.71,241.06,10.21, 792.95 ,15.74,,1.00,4.72,6.96%,1.97%,4.98%,,,,
1892.11,5.57,0.24,0.37,7.52,1892.87,3.73,234.12,10.02, 772.85 ,15.45,,1.00,4.61,7.20%,2.57%,4.63%,,,,
1892.12,5.51,0.24,0.37,7.61,1892.96,3.74,228.70,9.96, 757.71 ,15.36,,1.00,4.57,7.08%,2.59%,4.50%,,,,
1893.01,5.61,0.24,0.36,7.90,1893.04,3.75,224.44,9.63, 746.24 ,14.43,,1.00,4.41,7.70%,2.85%,4.85%,,,,
1893.02,5.51,0.24,0.35,7.99,1893.12,3.75,217.81,9.55, 726.86 ,13.90,,1.00,4.37,7.95%,2.96%,4.99%,,,,
1893.03,5.31,0.24,0.34,7.80,1893.21,3.74,215.03,9.82, 720.29 ,13.87,,1.00,4.49,8.02%,3.04%,4.98%,,,,
1893.04,5.31,0.24,0.33,7.71,1893.29,3.74,217.68,9.97, 731.97 ,13.66,,1.00,4.57,7.43%,2.90%,4.53%,,,,
1893.05,4.84,0.24,0.32,7.61,1893.37,3.73,200.89,10.14, 678.36 ,13.46,,1.00,4.64,8.33%,2.99%,5.34%,,,,
1893.06,4.61,0.25,0.32,7.42,1893.46,3.73,196.25,10.43, 665.62 ,13.41,,1.00,4.77,7.96%,2.72%,5.24%,,,,
1893.07,4.18,0.25,0.31,7.23,1893.54,3.73,182.63,10.74, 622.46 ,13.36,,1.00,4.92,8.22%,2.44%,5.79%,,,,
1893.08,4.08,0.25,0.30,6.95,1893.62,3.72,185.59,11.22, 635.72 ,13.50,,1.00,5.14,7.69%,2.01%,5.68%,,,,
1893.09,4.37,0.25,0.29,7.23,1893.71,3.72,190.93,10.81, 657.12 ,12.56,,1.00,4.95,7.00%,2.29%,4.70%,,,,
1893.1,4.50,0.25,0.28,7.33,1893.79,3.71,194.06,10.71, 670.95 ,12.00,,1.00,4.90,6.59%,2.53%,4.06%,,,,
1893.11,4.57,0.25,0.27,7.14,1893.87,3.71,202.33,11.03, 702.73 ,11.92,,1.00,5.05,6.31%,2.37%,3.94%,,,,
1893.12,4.41,0.25,0.26,7.04,1893.96,3.70,197.89,11.22, 690.54 ,11.67,,1.00,5.14,7.02%,2.22%,4.81%,,,,
1894.01,4.32,0.25,0.25,6.85,1894.04,3.70,199.23,11.38, 698.55 ,11.61,,1.00,5.30,6.88%,1.69%,5.19%,,,,
1894.02,4.38,0.24,0.24,6.76,1894.12,3.68,204.85,11.38, 721.55 ,11.38,,1.00,5.40,6.04%,1.29%,4.76%,,,,
1894.03,4.51,0.24,0.24,6.57,1894.21,3.66,217.04,11.55, 767.89 ,11.31,,1.00,5.58,5.52%,1.09%,4.43%,,,,
1894.04,4.57,0.24,0.23,6.57,1894.29,3.64,219.93,11.39, 781.46 ,10.91,,1.00,5.61,5.76%,1.18%,4.58%,,,,
1894.05,4.40,0.23,0.22,6.57,1894.37,3.62,211.75,11.23, 755.72 ,10.51,,1.00,5.63,6.18%,1.39%,4.79%,,,,
1894.06,4.34,0.23,0.21,6.57,1894.46,3.60,208.86,11.07, 748.70 ,10.11,,1.00,5.66,6.34%,1.37%,4.97%,,,,
1894.07,4.25,0.23,0.20,6.57,1894.54,3.58,204.53,10.91, 736.44 ,9.71,,1.00,5.69,6.99%,1.34%,5.65%,,,,
1894.08,4.41,0.22,0.19,6.76,1894.62,3.56,206.25,10.44, 745.77 ,9.04,,1.00,5.55,7.13%,1.49%,5.64%,,,,
1894.09,4.48,0.22,0.19,6.85,1894.71,3.54,206.61,10.15, 750.14 ,8.53,,1.00,5.50,7.45%,1.49%,5.95%,,,,
1894.1,4.34,0.22,0.18,6.66,1894.79,3.52,205.87,10.28, 750.57 ,8.38,,1.00,5.68,8.09%,1.18%,6.91%,,,,
1894.11,4.34,0.21,0.17,6.66,1894.87,3.50,205.87,10.12, 753.65 ,7.98,,1.00,5.71,8.41%,0.93%,7.48%,,,,
1894.12,4.30,0.21,0.16,6.57,1894.96,3.48,206.93,10.11, 760.61 ,7.70,,1.00,5.82,8.45%,0.76%,7.68%,,,,
1895.01,4.25,0.21,0.17,6.57,1895.04,3.46,204.53,10.02, 754.83 ,8.06,,1.00,5.85,8.80%,0.74%,8.06%,,,,
1895.02,4.19,0.21,0.18,6.57,1895.12,3.47,201.64,9.95, 747.24 ,8.42,,1.00,5.86,9.41%,0.75%,8.65%,,,,
1895.03,4.19,0.21,0.18,6.57,1895.21,3.48,201.64,9.87, 750.28 ,8.78,,1.00,5.87,9.83%,0.88%,8.94%,,,,
1895.04,4.37,0.20,0.19,6.85,1895.29,3.50,201.54,9.38, 752.82 ,8.76,,1.00,5.63,9.69%,1.33%,8.36%,,,,
1895.05,4.61,0.20,0.20,6.95,1895.37,3.51,209.70,9.17, 786.14 ,8.98,,1.00,5.57,8.82%,1.59%,7.23%,,,,
1895.06,4.70,0.20,0.21,7.04,1895.46,3.52,210.90,8.97, 793.46 ,9.20,,1.00,5.50,8.88%,1.75%,7.14%,,,,
1895.07,4.72,0.20,0.21,6.95,1895.54,3.53,214.70,9.02, 810.58 ,9.67,,1.00,5.59,9.02%,1.62%,7.40%,,,,
1895.08,4.79,0.20,0.22,6.85,1895.62,3.54,220.91,9.07, 836.88 ,10.15,,1.00,5.68,8.98%,1.38%,7.60%,,,,
1895.09,4.82,0.20,0.23,6.85,1895.71,3.55,222.29,8.99, 844.96 ,10.49,,1.00,5.69,9.06%,1.51%,7.56%,,,,
1895.1,4.75,0.19,0.24,6.85,1895.79,3.57,219.06,8.91, 835.51 ,10.84,,1.00,5.70,9.37%,1.52%,7.85%,,,,
1895.11,4.59,0.19,0.24,6.85,1895.87,3.58,211.69,8.84, 810.18 ,11.18,,1.00,5.71,9.56%,1.41%,8.14%,,,,
1895.12,4.32,0.19,0.25,6.76,1895.96,3.59,202.04,8.89, 776.09 ,11.69,,1.00,5.80,10.20%,1.17%,9.03%,,,,
1896.01,4.27,0.19,0.25,6.66,1896.04,3.60,202.55,8.97, 780.94 ,11.70,,1.00,5.90,10.54%,1.04%,9.50%,,,,
1896.02,4.45,0.19,0.24,6.57,1896.12,3.58,214.15,9.06, 828.57 ,11.71,,1.00,6.01,9.84%,0.86%,8.98%,,,,
1896.03,4.38,0.19,0.24,6.57,1896.21,3.57,210.78,9.02, 818.45 ,11.55,,1.00,6.04,9.74%,0.83%,8.91%,,,,
1896.04,4.42,0.19,0.24,6.47,1896.29,3.55,215.84,9.12, 841.02 ,11.56,,1.00,6.15,9.33%,0.65%,8.67%,,,,
1896.05,4.40,0.19,0.23,6.37,1896.37,3.53,218.07,9.21, 852.70 ,11.56,,1.00,6.27,8.80%,0.36%,8.44%,,,,
1896.06,4.32,0.19,0.23,6.28,1896.46,3.52,217.35,9.31, 852.91 ,11.57,,1.00,6.39,8.97%,0.18%,8.79%,,,,
1896.07,4.04,0.18,0.23,6.28,1896.54,3.50,203.26,9.27, 800.66 ,11.41,,1.00,6.42,9.78%,0.49%,9.30%,,,,
1896.08,3.81,0.18,0.22,6.28,1896.62,3.48,191.69,9.22, 758.11 ,11.23,,1.00,6.45,10.96%,0.23%,10.73%,,,,
1896.09,4.01,0.18,0.22,6.28,1896.71,3.47,201.75,9.18, 800.93 ,11.07,,1.00,6.48,10.60%,0.09%,10.51%,,,,
1896.1,4.10,0.18,0.22,6.47,1896.79,3.45,200.21,8.87, 797.75 ,10.58,,1.00,6.31,10.10%,0.14%,9.96%,,,,
1896.11,4.38,0.18,0.21,6.66,1896.87,3.43,207.77,8.58, 830.73 ,10.12,,1.00,6.16,9.80%,0.29%,9.51%,,,,
1896.12,4.22,0.18,0.21,6.66,1896.96,3.42,200.18,8.54, 803.23 ,9.96,,1.00,6.19,9.99%,0.15%,9.83%,,,,
1897.01,4.22,0.18,0.22,6.47,1897.04,3.40,206.07,8.79, 829.79 ,10.66,,1.00,6.40,9.47%,-0.06%,9.53%,,,,
1897.02,4.18,0.18,0.23,6.47,1897.12,3.40,204.12,8.79, 824.88 ,11.07,,1.00,6.42,8.99%,-0.29%,9.28%,,,,
1897.03,4.19,0.18,0.24,6.47,1897.21,3.39,204.60,8.79, 829.81 ,11.48,,1.00,6.44,7.96%,-0.20%,8.16%,,,,
1897.04,4.06,0.18,0.24,6.37,1897.29,3.39,201.22,8.92, 819.08 ,12.06,,1.00,6.55,8.20%,-0.36%,8.56%,,,,
1897.05,4.08,0.18,0.25,6.28,1897.37,3.38,205.27,9.06, 838.66 ,12.66,,1.00,6.67,7.39%,-0.73%,8.12%,,,,
1897.06,4.27,0.18,0.26,6.28,1897.46,3.38,214.83,9.06, 880.80 ,13.08,,1.00,6.69,6.45%,-0.85%,7.30%,,,,
1897.07,4.46,0.18,0.27,6.28,1897.54,3.38,224.39,9.06, 923.09 ,13.50,,1.00,6.72,6.40%,-0.86%,7.26%,,,,
1897.08,4.75,0.18,0.28,6.57,1897.62,3.37,228.59,8.66, 943.33 ,13.32,,1.00,6.44,5.39%,-0.43%,5.83%,,,,
1897.09,4.98,0.18,0.29,6.76,1897.71,3.37,232.91,8.42, 964.05 ,13.33,,1.00,6.28,5.10%,-0.16%,5.27%,,,,
1897.1,4.82,0.18,0.29,6.66,1897.79,3.36,228.64,8.54, 949.35 ,13.91,,1.00,6.39,4.01%,-0.42%,4.43%,,,,
1897.11,4.65,0.18,0.30,6.66,1897.87,3.36,220.58,8.54, 918.82 ,14.31,,1.00,6.41,4.21%,-0.02%,4.23%,,,,
1897.12,4.75,0.18,0.31,6.66,1897.96,3.35,225.32,8.54, 941.54 ,14.71,,1.00,6.43,4.76%,0.18%,4.58%,,,,
1898.01,4.88,0.18,0.31,6.66,1898.04,3.35,231.49,8.62, 970.31 ,14.86,,1.00,6.45,5.05%,0.28%,4.77%,,,,
1898.02,4.87,0.18,0.32,6.76,1898.12,3.33,227.76,8.57, 957.68 ,14.81,,1.00,6.39,4.97%,0.53%,4.45%,,,,
1898.03,4.65,0.19,0.32,6.76,1898.21,3.31,217.47,8.65, 917.45 ,14.97,,1.00,6.42,5.90%,0.52%,5.38%,,,,
1898.04,4.57,0.19,0.32,6.76,1898.29,3.29,213.73,8.73, 904.73 ,15.12,,1.00,6.45,6.54%,0.41%,6.14%,,,,
1898.05,4.87,0.19,0.33,7.23,1898.37,3.27,212.78,8.23, 903.60 ,14.27,,1.00,6.05,7.17%,1.09%,6.08%,,,,
1898.06,5.06,0.19,0.33,6.76,1898.46,3.25,236.65,8.89," 1,008.11 ",15.43,,1.00,6.51,6.06%,0.39%,5.67%,,,,
1898.07,5.08,0.19,0.33,6.66,1898.54,3.23,240.98,9.09," 1,029.78 ",15.81,,1.00,6.63,6.15%,0.14%,6.01%,,,,
1898.08,5.27,0.19,0.34,6.66,1898.62,3.20,249.99,9.17," 1,071.57 ",15.97,,1.00,6.66,6.22%,0.13%,6.09%,,,,
1898.09,5.26,0.20,0.34,6.66,1898.71,3.18,249.52,9.25," 1,072.84 ",16.13,,1.00,6.69,6.13%,0.13%,6.01%,,,,
1898.1,5.15,0.20,0.34,6.66,1898.79,3.16,244.30,9.33," 1,053.74 ",16.28,,1.00,6.72,6.38%,0.01%,6.37%,,,,
1898.11,5.32,0.20,0.35,6.66,1898.87,3.14,252.36,9.41," 1,091.91 ",16.45,,1.00,6.75,6.63%,-0.10%,6.73%,,,,
1898.12,5.65,0.20,0.35,6.76,1898.96,3.12,264.24,9.35," 1,146.68 ",16.37,,1.00,6.68,6.27%,-0.07%,6.34%,,,,
1899.01,6.08,0.20,0.36,6.76,1899.04,3.10,284.35,9.39," 1,237.34 ",16.87,,1.00,6.71,5.65%,0.03%,5.62%,,,,
1899.02,6.31,0.20,0.37,6.95,1899.12,3.10,287.02,9.17," 1,252.30 ",16.91,,1.00,6.54,5.15%,0.21%,4.94%,,,,
1899.03,6.40,0.20,0.38,6.95,1899.21,3.11,291.12,9.21," 1,273.51 ",17.40,,1.00,6.56,5.15%,0.20%,4.95%,,,,
1899.04,6.48,0.20,0.39,7.04,1899.29,3.11,290.77,9.12," 1,275.33 ",17.65,,1.00,6.48,5.42%,0.13%,5.29%,,,,
1899.05,6.21,0.20,0.40,7.04,1899.37,3.12,278.66,9.16," 1,225.54 ",18.14,,1.00,6.50,6.12%,0.03%,6.09%,,,,
1899.06,6.07,0.21,0.42,7.14,1899.46,3.12,268.74,9.08," 1,185.26 ",18.37,,1.00,6.42,6.59%,0.06%,6.53%,,,,
1899.07,6.28,0.21,0.43,7.23,1899.54,3.13,274.38,8.99," 1,213.44 ",18.60,,1.00,6.35,6.53%,0.19%,6.34%,,,,
1899.08,6.44,0.21,0.44,7.33,1899.62,3.13,277.72,8.91," 1,231.48 ",18.83,,1.00,6.29,6.55%,0.22%,6.33%,,,,
1899.09,6.37,0.21,0.45,7.61,1899.71,3.13,264.40,8.61," 1,175.60 ",18.57,,1.00,6.06,6.99%,0.50%,6.49%,,,,
1899.1,6.34,0.21,0.46,7.71,1899.79,3.14,259.91,8.54," 1,158.78 ",18.79,,1.00,6.00,7.02%,0.43%,6.59%,,,,
1899.11,6.46,0.21,0.47,7.80,1899.87,3.14,261.59,8.47," 1,169.46 ",19.00,,1.00,5.94,6.80%,0.46%,6.34%,,,,
1899.12,6.02,0.21,0.48,7.90,1899.96,3.15,240.84,8.40," 1,079.81 ",19.20,,1.00,5.88,7.72%,0.48%,7.24%,,,,
1900.01,6.10,0.22,0.48,7.90,1900.04,3.15,244.04,8.70," 1,097.41 ",19.20,,1.00,5.90,7.45%,0.58%,6.88%,,,,
1900.02,6.21,0.23,0.48,7.99,1900.12,3.15,245.48,8.89," 1,107.23 ",18.97,,1.00,5.84,7.01%,0.69%,6.31%,,,,
1900.03,6.26,0.23,0.48,7.99,1900.21,3.14,247.46,9.19," 1,119.60 ",18.97,,1.00,5.86,6.99%,0.50%,6.48%,,,,
1900.04,6.34,0.24,0.48,7.99,1900.29,3.14,250.62,9.49," 1,137.48 ",18.97,,1.00,5.88,6.50%,0.41%,6.09%,,,,
1900.05,6.04,0.25,0.48,7.80,1900.37,3.13,244.59,10.02," 1,113.88 ",19.44,,1.00,6.04,6.79%,0.35%,6.44%,,,,
1900.06,5.86,0.26,0.48,7.71,1900.46,3.13,240.23,10.45," 1,098.00 ",19.68,,1.00,6.13,6.56%,0.32%,6.24%,,,,
1900.07,5.86,0.26,0.48,7.80,1900.54,3.13,237.30,10.63," 1,088.65 ",19.44,,1.00,6.08,6.15%,0.44%,5.70%,,,,
1900.08,5.94,0.27,0.48,7.71,1900.62,3.12,243.51,11.07," 1,121.37 ",19.68,,1.00,6.17,6.24%,0.42%,5.82%,,,,
1900.09,5.80,0.28,0.48,7.80,1900.71,3.12,234.87,11.24," 1,085.90 ",19.44,,1.00,6.11,6.80%,0.64%,6.16%,,,,
